PO_ID,Line_Number,Item_Class,Item_Family,ItemType,Manufacturer,Item_Family_Name,Quantity,Unit_MSRP,Unit_Negotiated,Total_Spend,Total_Savings,Warranty_Years,Warranty_End_Date_Line,Term_Months,Subscription_End_Date,Contract_ID,School_ID,School_Name,District_ID,District_Name,BOCES_Region
91000007,1,Hardware,Printing,Printer,HP,LaserJet Pro M404dn,12,1958.97,1744.84,20938.08,2569.56,3.0,2025-07-10,,,CT-88000009,5102.0,Valley High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000007,2,License,Telephony,VoIP SIP Trunk,Bandwidth,SIP-TRUNK,1,,7847.24,7847.24,,,,12.0,2025-07-31,CT-88000005,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000007,3,Hardware,Networking,Wireless Access Point,Cisco,Catalyst 9130AX,39,4844.8,3314.46,129263.94,59683.26,5.0,2027-07-10,,,CT-88000001,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000007,4,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,66,1451.26,1150.9,75959.4,19823.76,3.0,2025-07-10,,,CT-88000001,5102.0,Valley High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000007,5,Hardware,Display,Monitor,Dell,U2722D,113,3837.81,2803.81,316830.53,116842.0,3.0,2025-07-10,,,CT-88000008,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000008,1,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,67,5093.01,3944.71,264295.57,76936.1,3.0,2025-10-06,,,CT-88000001,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000008,2,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,2133,,12.18,25979.94,,,,12.0,2025-08-08,CT-88000002,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000008,3,Hardware,Endpoint,Laptop,Dell,ThinkPad T14 Gen 4,168,4760.58,3816.63,641193.84,158583.6,4.0,2026-10-06,,,CT-88000008,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000008,4,License,Infrastructure,Veeam Backup & Replication,Veeam,VEEAM-VUL,1,,11277.46,11277.46,,,,36.0,2027-11-29,CT-88000004,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000009,1,Hardware,Networking,Wireless Access Point,Cisco,Catalyst 9130AX,101,1040.72,757.97,76554.97,28557.75,5.0,2028-01-19,,,CT-88000001,5102.0,Valley High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000009,2,License,Telephony,VoIP SIP Trunk,Bandwidth,SIP-TRUNK,1,,7847.24,7847.24,,,,12.0,2025-07-31,CT-88000005,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000009,3,License,Security,CrowdStrike Falcon,CrowdStrike,CS-FALCON,1673,,11.01,18419.73,,,,12.0,2026-12-11,CT-88000003,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000010,1,License,Networking,Cisco Meraki License (AP),Cisco,MR-ENT,265,,15.24,4038.6,,,,36.0,2024-12-24,CT-88000001,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000010,2,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,2133,,12.18,25979.94,,,,12.0,2025-08-08,CT-88000002,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000010,3,Hardware,Endpoint,Laptop,HP,EliteBook 840 G9,122,629.54,542.94,66238.68,10565.2,4.0,2027-04-03,,,CT-88000009,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000011,1,License,Networking,Cisco Meraki License (AP),Cisco,MR-ENT,265,,15.24,4038.6,,,,36.0,2024-12-24,CT-88000001,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000011,2,License,Networking,Cisco Meraki License (AP),Cisco,MR-ENT,265,,15.24,4038.6,,,,36.0,2024-12-24,CT-88000001,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000012,1,Hardware,Endpoint,Laptop,Lenovo,Latitude 5440,142,4259.3,3717.69,527911.98,76908.62,4.0,2027-10-05,,,CT-88000010,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000012,2,Hardware,Security,Firewall,Fortinet,FortiGate 100F,1,4730.05,3367.15,3367.15,1362.9,3.0,2026-10-05,,,CT-88000007,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000012,3,License,Security,CrowdStrike Falcon,CrowdStrike,CS-FALCON,1673,,11.01,18419.73,,,,12.0,2026-12-11,CT-88000003,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000012,4,Hardware,Display,Monitor,Dell,P2722H,102,3169.65,2646.1,269902.2,53402.1,3.0,2026-10-05,,,CT-88000008,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000012,5,Hardware,Networking,Wireless Access Point,Cisco,Catalyst 9130AX,78,4472.24,3548.27,276765.06,72069.66,5.0,2028-10-04,,,CT-88000001,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000013,1,Hardware,Security,Firewall,Fortinet,FortiGate 100F,2,2778.42,2227.09,4454.18,1102.66,3.0,2027-01-19,,,CT-88000007,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000013,2,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,61,798.11,643.37,39245.57,9439.14,3.0,2027-01-19,,,CT-88000001,5102.0,Valley High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000013,3,Hardware,Endpoint,Laptop,Lenovo,ThinkPad T14 Gen 4,83,5191.15,4310.95,357808.85,73056.6,4.0,2028-01-19,,,CT-88000010,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000014,1,Hardware,Endpoint,Laptop,HP,ThinkPad T14 Gen 4,72,4547.54,3899.26,280746.72,46676.16,4.0,2028-04-15,,,CT-88000009,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000014,2,Hardware,Networking,Network Switch,Cisco,Catalyst 9200-48P,2,4279.98,3041.68,6083.36,2476.6,5.0,2029-04-15,,,CT-88000001,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000014,3,Hardware,Security,Firewall,Fortinet,FortiGate 100F,1,4875.86,3685.94,3685.94,1189.92,3.0,2027-04-16,,,CT-88000007,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000015,1,License,Security,CrowdStrike Falcon,CrowdStrike,CS-FALCON,1673,,11.01,18419.73,,,,12.0,2026-12-11,CT-88000003,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000015,2,License,Infrastructure,Veeam Backup & Replication,Veeam,VEEAM-VUL,1,,11277.46,11277.46,,,,36.0,2027-11-29,CT-88000004,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000016,1,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,2133,,12.18,25979.94,,,,12.0,2025-08-08,CT-88000002,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000016,2,License,Security,CrowdStrike Falcon,CrowdStrike,CS-FALCON,1673,,11.01,18419.73,,,,12.0,2026-12-11,CT-88000003,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000016,3,Hardware,Security,Firewall,Fortinet,FortiGate 200F,3,2477.0,1698.2,5094.6,2336.4,3.0,2027-10-16,,,CT-88000007,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000016,4,License,Infrastructure,Veeam Backup & Replication,Veeam,VEEAM-VUL,1,,11277.46,11277.46,,,,36.0,2027-11-29,CT-88000004,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000017,1,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,98,4136.69,3728.71,365413.58,39982.04,3.0,2028-01-25,,,CT-88000001,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000017,2,Hardware,Endpoint,Laptop,Dell,Latitude 5440,124,4949.42,4200.68,520884.32,92843.76,4.0,2029-01-24,,,CT-88000008,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000017,3,License,MDM,Jamf School,Jamf,JAMF-SCH,398,,15.91,6332.18,,,,12.0,2025-06-20,CT-88000006,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000018,1,License,Infrastructure,Veeam Backup & Replication,Veeam,VEEAM-VUL,1,,11277.46,11277.46,,,,36.0,2027-11-29,CT-88000004,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000018,2,License,Networking,Cisco Meraki License (AP),Cisco,MR-ENT,265,,15.24,4038.6,,,,36.0,2024-12-24,CT-88000001,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000018,3,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,94,1195.96,861.04,80937.76,31482.48,3.0,2028-04-19,,,CT-88000001,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000018,4,Hardware,Networking,Wireless Access Point,Cisco,Catalyst 9130AX,93,3703.14,3376.8,314042.4,30349.62,5.0,2030-04-19,,,CT-88000001,5102.0,Valley High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000018,5,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,2133,,12.18,25979.94,,,,12.0,2025-08-08,CT-88000002,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000019,1,Hardware,Networking,Wireless Access Point,Cisco,Catalyst 9130AX,15,4955.27,4444.57,66668.55,7660.5,5.0,2030-07-07,,,CT-88000001,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000019,2,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,2133,,12.18,25979.94,,,,12.0,2025-08-08,CT-88000002,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000019,3,License,Networking,Cisco Meraki License (AP),Cisco,MR-ENT,265,,15.24,4038.6,,,,36.0,2024-12-24,CT-88000001,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000019,4,Hardware,Endpoint,Laptop,Dell,EliteBook 840 G9,59,4625.11,3774.13,222673.67,50207.82,4.0,2029-07-07,,,CT-88000008,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000020,1,Hardware,Endpoint,Laptop,HP,Latitude 5440,88,274.69,199.19,17528.72,6644.0,4.0,2029-10-11,,,CT-88000009,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000020,2,Hardware,Networking,Network Switch,Cisco,Catalyst 9200-48P,8,1476.46,1068.45,8547.6,3264.08,5.0,2030-10-11,,,CT-88000001,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000020,3,License,MDM,Jamf School,Jamf,JAMF-SCH,398,,15.91,6332.18,,,,12.0,2025-06-20,CT-88000006,,,2101,Southern_CSD_2101,Southern Westchester BOCES
91000020,4,Hardware,Printing,Printer,HP,LaserJet Pro M404dn,9,4173.53,3708.26,33374.34,4187.43,3.0,2028-10-11,,,CT-88000009,5101.0,Central Elementary School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000020,5,Hardware,Endpoint,Laptop,Lenovo,Latitude 5440,140,1651.42,1271.52,178012.8,53186.0,4.0,2029-10-11,,,CT-88000010,5103.0,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
91000021,1,Hardware,Endpoint,Laptop,Dell,EliteBook 840 G9,125,4242.28,3297.79,412223.75,118061.25,4.0,2025-01-01,,,CT-88000019,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000021,2,License,Telephony,VoIP SIP Trunk,Bandwidth,SIP-TRUNK,1,,5077.84,5077.84,,,,12.0,2026-07-04,CT-88000016,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000021,3,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,1903,,22.99,43749.97,,,,12.0,2025-12-12,CT-88000013,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000021,4,License,Telephony,VoIP SIP Trunk,Bandwidth,SIP-TRUNK,1,,5077.84,5077.84,,,,12.0,2026-07-04,CT-88000016,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000021,5,Hardware,Printing,Printer,HP,LaserJet Pro M404dn,6,4342.85,3013.07,18078.42,7978.68,3.0,2024-01-02,,,CT-88000020,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000022,1,Hardware,Endpoint,Laptop,HP,EliteBook 840 G9,154,4823.39,4029.45,620535.3,122266.76,4.0,2025-04-13,,,CT-88000020,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000022,2,License,MDM,Jamf School,Jamf,JAMF-SCH,176,,10.54,1855.04,,,,12.0,2022-02-09,CT-88000017,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000022,3,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,1903,,22.99,43749.97,,,,12.0,2025-12-12,CT-88000013,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000023,1,License,Infrastructure,Veeam Backup & Replication,Veeam,VEEAM-VUL,1,,5316.83,5316.83,,,,36.0,2026-04-11,CT-88000015,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000023,2,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,1903,,22.99,43749.97,,,,12.0,2025-12-12,CT-88000013,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000023,3,License,Networking,Cisco Meraki License (AP),Cisco,MR-ENT,207,,20.96,4338.72,,,,36.0,2024-08-02,CT-88000012,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000023,4,Hardware,Endpoint,Laptop,Dell,EliteBook 840 G9,162,3515.93,2887.2,467726.4,101854.26,4.0,2025-07-12,,,CT-88000019,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000023,5,Hardware,Networking,Network Switch,Cisco,Catalyst 9200-48P,18,1354.95,949.53,17091.54,7297.56,5.0,2026-07-12,,,CT-88000012,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000024,1,License,Telephony,VoIP SIP Trunk,Bandwidth,SIP-TRUNK,1,,5077.84,5077.84,,,,12.0,2026-07-04,CT-88000016,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000024,2,License,MDM,Jamf School,Jamf,JAMF-SCH,176,,10.54,1855.04,,,,12.0,2022-02-09,CT-88000017,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000024,3,Hardware,Networking,Network Switch,Cisco,Catalyst 9300-48P,6,2614.64,2269.95,13619.7,2068.14,5.0,2026-10-15,,,CT-88000012,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000024,4,Hardware,Networking,Network Switch,Cisco,Catalyst 9300-48P,11,5014.56,4177.44,45951.84,9208.32,5.0,2026-10-15,,,CT-88000012,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000025,1,License,Telephony,VoIP SIP Trunk,Bandwidth,SIP-TRUNK,1,,5077.84,5077.84,,,,12.0,2026-07-04,CT-88000016,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000025,2,License,Networking,Cisco Meraki License (AP),Cisco,MR-ENT,207,,20.96,4338.72,,,,36.0,2024-08-02,CT-88000012,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000026,1,License,Telephony,VoIP SIP Trunk,Bandwidth,SIP-TRUNK,1,,5077.84,5077.84,,,,12.0,2026-07-04,CT-88000016,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000026,2,License,Infrastructure,Veeam Backup & Replication,Veeam,VEEAM-VUL,1,,5316.83,5316.83,,,,36.0,2026-04-11,CT-88000015,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000026,3,Hardware,Telephony,VoIP Phone,Poly,Poly VVX 350,99,2968.79,2309.06,228596.94,65313.27,3.0,2025-04-22,,,,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000026,4,Hardware,Security,Firewall,Fortinet,FortiGate 100F,1,355.69,257.53,257.53,98.16,3.0,2025-04-22,,,CT-88000018,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000027,1,License,Telephony,VoIP SIP Trunk,Bandwidth,SIP-TRUNK,1,,5077.84,5077.84,,,,12.0,2026-07-04,CT-88000016,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000027,2,License,Security,CrowdStrike Falcon,CrowdStrike,CS-FALCON,1288,,12.71,16370.48,,,,12.0,2025-09-18,CT-88000014,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000027,3,Hardware,Networking,Wireless Access Point,Aruba,Aruba 515,102,4955.56,4168.83,425220.66,80246.46,5.0,2027-07-05,,,,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000027,4,Hardware,Printing,Printer,HP,LaserJet Pro M404dn,18,4262.96,3761.86,67713.48,9019.8,3.0,2025-07-05,,,CT-88000020,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000027,5,Hardware,Networking,Network Switch,Cisco,Catalyst 9300-48P,20,5064.68,4335.35,86707.0,14586.6,5.0,2027-07-05,,,CT-88000012,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000028,1,License,Infrastructure,Veeam Backup & Replication,Veeam,VEEAM-VUL,1,,5316.83,5316.83,,,,36.0,2026-04-11,CT-88000015,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000028,2,License,Productivity,Microsoft 365 A3,Microsoft,M365-A3,1903,,22.99,43749.97,,,,12.0,2025-12-12,CT-88000013,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000028,3,Hardware,Endpoint,Laptop,HP,ThinkPad T14 Gen 4,144,3758.45,3438.12,495089.28,46127.52,4.0,2026-10-13,,,CT-88000020,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000028,4,Hardware,Endpoint,Laptop,HP,EliteBook 840 G9,170,3518.69,2919.63,496337.1,101840.2,4.0,2026-10-13,,,CT-88000020,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000029,1,Hardware,Telephony,VoIP Phone,Poly,Poly VVX 350,57,1872.3,1633.11,93087.27,13633.83,3.0,2026-01-08,,,,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000029,2,Hardware,Security,Firewall,Fortinet,FortiGate 200F,1,4675.13,3203.44,3203.44,1471.69,3.0,2026-01-08,,,CT-88000018,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000029,3,Hardware,Printing,Printer,HP,LaserJet Enterprise M506dn,5,4361.84,3540.71,17703.55,4105.65,3.0,2026-01-08,,,CT-88000020,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000030,1,Hardware,Endpoint,Laptop,Dell,EliteBook 840 G9,56,1569.73,1133.67,63485.52,24419.36,4.0,2027-04-12,,,CT-88000019,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000030,2,Hardware,Endpoint,Laptop,Lenovo,ThinkPad T14 Gen 4,168,3524.63,3073.04,516270.72,75867.12,4.0,2027-04-12,,,CT-88000021,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000030,3,License,Security,CrowdStrike Falcon,CrowdStrike,CS-FALCON,1288,,12.71,16370.48,,,,12.0,2025-09-18,CT-88000014,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000030,4,License,MDM,Jamf School,Jamf,JAMF-SCH,176,,10.54,1855.04,,,,12.0,2022-02-09,CT-88000017,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000030,5,Hardware,Infrastructure,Server,Dell,ProLiant DL380 Gen10,7,436.56,311.23,2178.61,877.31,3.0,2026-04-12,,,CT-88000019,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000031,1,Hardware,Networking,Wireless Access Point,Aruba,Aruba 515,56,1560.71,1096.71,61415.76,25984.0,5.0,2028-07-16,,,,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000031,2,Hardware,Telephony,VoIP Phone,Poly,Poly VVX 350,30,1923.48,1677.98,50339.4,7365.0,3.0,2026-07-17,,,,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000031,3,Hardware,Printing,Printer,HP,LaserJet Enterprise M506dn,20,697.55,538.61,10772.2,3178.8,3.0,2026-07-17,,,CT-88000020,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000031,4,Hardware,Endpoint,Laptop,Dell,ThinkPad T14 Gen 4,53,2214.56,1638.89,86861.17,30510.51,4.0,2027-07-17,,,CT-88000019,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000031,5,Hardware,Endpoint,Laptop,Lenovo,Latitude 5440,152,176.24,156.61,23804.72,2983.76,4.0,2027-07-17,,,CT-88000021,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000032,1,Hardware,Telephony,VoIP Phone,Poly,Poly VVX 350,13,3762.86,2799.84,36397.92,12519.26,3.0,2026-10-06,,,,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000032,2,License,Networking,Cisco Meraki License (AP),Cisco,MR-ENT,207,,20.96,4338.72,,,,36.0,2024-08-02,CT-88000012,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000032,3,Hardware,Endpoint,Laptop,HP,Latitude 5440,29,2185.73,1762.57,51114.53,12271.64,4.0,2027-10-06,,,CT-88000020,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000032,4,License,Security,CrowdStrike Falcon,CrowdStrike,CS-FALCON,1288,,12.71,16370.48,,,,12.0,2025-09-18,CT-88000014,,,2102,Southern_CSD_2102,Southern Westchester BOCES
91000033,1,Hardware,Security,Firewall,Fortinet,FortiGate 200F,3,1711.1,1297.16,3891.48,1241.82,3.0,2027-01-16,,,CT-88000018,5104.0,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000033,2,Hardware,Endpoint,Laptop,HP,Latitude 5440,38,3598.18,3162.04,120157.52,16573.32,4.0,2028-01-16,,,CT-88000020,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000033,3,Hardware,Display,Monitor,Dell,P2722H,107,2990.04,2728.68,291968.76,27965.52,3.0,2027-01-16,,,CT-88000019,5105.0,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
91000033,4,Hardware,Endpoint,Laptop,Dell,EliteBook 840 G9,40,1147.79,818.58,32743.2,13168.4,4.0,2028-01-16,,,CT-88000019,5106.0,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
