Assignment_ID,License_ID,Assignee_Type,User_ID,Asset_ID,Assignment_Start_Date,Assignment_End_Date,Assignment_Status,District_ID,School_ID
70076925,60000233,User,90006714,,2026-02-18,2027-02-18,Active,2104,
70076926,60000233,User,90006363,,2026-02-14,2027-02-14,Active,2104,
70076927,60000233,User,90005899,,2026-02-20,2027-02-20,Active,2104,
70076928,60000233,User,90005965,,2026-02-21,2027-02-21,Active,2104,
70076929,60000233,User,90006661,,2026-02-25,2027-02-25,Active,2104,
70076930,60000233,User,90005441,,2026-02-28,2027-02-28,Active,2104,
70076931,60000233,User,90006549,,2026-02-11,2027-02-11,Active,2104,
70076932,60000233,User,90005767,,2026-02-15,2027-02-15,Active,2104,
70076933,60000233,User,90006464,,2026-02-27,2027-02-27,Active,2104,
70076934,60000233,User,90005960,,2026-02-22,2027-02-22,Active,2104,
70076935,60000233,User,90005342,,2026-02-25,2027-02-25,Active,2104,
70076936,60000233,User,90006719,,2026-02-11,2027-02-11,Active,2104,
70076937,60000233,User,90006057,,2026-02-20,2027-02-20,Active,2104,
70076938,60000233,User,90006196,,2026-02-18,2027-02-18,Active,2104,
70076939,60000233,User,90006278,,2026-02-20,2027-02-20,Active,2104,
70076940,60000233,User,90005514,,2026-02-12,2027-02-12,Active,2104,
70076941,60000233,User,90005643,,2026-02-10,2027-02-10,Active,2104,
70076942,60000233,User,90005409,,2026-02-11,2027-02-11,Active,2104,
70076943,60000233,User,90006131,,2026-02-08,2027-02-08,Active,2104,
70076944,60000233,User,90005999,,2026-02-11,2027-02-11,Active,2104,
70076945,60000233,User,90006130,,2026-02-15,2027-02-15,Active,2104,
70076946,60000233,User,90006092,,2026-02-13,2027-02-13,Active,2104,
70076947,60000233,User,90006469,,2026-02-10,2027-02-10,Active,2104,
70076948,60000233,User,90006716,,2026-02-08,2027-02-08,Active,2104,
70076949,60000233,User,90005714,,2026-02-20,2027-02-20,Active,2104,
70076950,60000233,User,90006233,,2026-02-25,2027-02-25,Active,2104,
70076951,60000233,User,90005713,,2026-02-17,2027-02-17,Active,2104,
70076952,60000233,User,90006125,,2026-02-11,2027-02-11,Active,2104,
70076953,60000233,User,90006530,,2026-02-22,2027-02-22,Active,2104,
70076954,60000233,User,90006369,,2026-02-22,2027-02-22,Active,2104,
70076955,60000233,User,90006293,,2026-02-25,2027-02-25,Active,2104,
70076956,60000233,User,90005728,,2026-02-20,2027-02-20,Active,2104,
70076957,60000233,User,90005933,,2026-02-09,2027-02-09,Active,2104,
70076958,60000233,User,90006486,,2026-02-18,2027-02-18,Active,2104,
70076959,60000233,User,90005661,,2026-02-23,2027-02-23,Active,2104,
70076960,60000233,User,90005626,,2026-02-10,2027-02-10,Active,2104,
70076961,60000233,User,90005943,,2026-02-18,2027-02-18,Active,2104,
70076962,60000233,User,90005885,,2026-02-25,2027-02-25,Active,2104,
70076963,60000233,User,90006729,,2026-02-17,2027-02-17,Active,2104,
70076964,60000233,User,90006576,,2026-02-27,2027-02-27,Active,2104,
70076965,60000233,User,90006054,,2026-02-23,2027-02-23,Active,2104,
70076966,60000233,User,90005735,,2026-02-27,2027-02-27,Active,2104,
70076967,60000233,User,90005601,,2026-02-19,2027-02-19,Active,2104,
70076968,60000233,User,90006778,,2026-02-11,2027-02-11,Active,2104,
70076969,60000233,User,90006460,,2026-02-08,2027-02-08,Active,2104,
70076970,60000233,User,90005640,,2026-02-10,2027-02-10,Active,2104,
70076971,60000233,User,90006001,,2026-02-08,2027-02-08,Active,2104,
70076972,60000233,User,90005992,,2026-02-21,2027-02-21,Active,2104,
70076973,60000233,User,90005353,,2026-02-25,2027-02-25,Active,2104,
70076974,60000233,User,90006799,,2026-02-18,2027-02-18,Active,2104,
70076975,60000233,User,90005950,,2026-02-07,2027-02-07,Active,2104,
70076976,60000233,User,90006528,,2026-02-12,2027-02-12,Active,2104,
70076977,60000233,User,90006727,,2026-02-11,2027-02-11,Active,2104,
70076978,60000233,User,90005476,,2026-02-09,2027-02-09,Active,2104,
70076979,60000233,User,90005798,,2026-02-14,2027-02-14,Active,2104,
70076980,60000233,User,90005564,,2026-02-20,2027-02-20,Active,2104,
70076981,60000233,User,90006479,,2026-02-21,2027-02-21,Active,2104,
70076982,60000233,User,90005516,,2026-02-14,2027-02-14,Active,2104,
70076983,60000233,User,90006422,,2026-02-22,2027-02-22,Active,2104,
70076984,60000233,User,90005759,,2026-02-24,2027-02-24,Active,2104,
70076985,60000233,User,90006490,,2026-02-13,2027-02-13,Active,2104,
70076986,60000233,User,90006621,,2026-02-13,2027-02-13,Active,2104,
70076987,60000233,User,90005751,,2026-02-26,2027-02-26,Active,2104,
70076988,60000233,User,90006395,,2026-02-19,2027-02-19,Active,2104,
70076989,60000233,User,90005438,,2026-02-13,2027-02-13,Active,2104,
70076990,60000233,User,90006522,,2026-02-28,2027-02-28,Active,2104,
70076991,60000233,User,90006632,,2026-02-18,2027-02-18,Active,2104,
70076992,60000233,User,90006676,,2026-02-17,2027-02-17,Active,2104,
70076993,60000233,User,90006694,,2026-02-20,2027-02-20,Active,2104,
70076994,60000233,User,90006155,,2026-02-09,2027-02-09,Active,2104,
70076995,60000233,User,90006637,,2026-02-23,2027-02-23,Active,2104,
70076996,60000233,User,90005697,,2026-02-26,2027-02-26,Active,2104,
70076997,60000233,User,90005448,,2026-02-19,2027-02-19,Active,2104,
70076998,60000233,User,90006600,,2026-02-17,2027-02-17,Active,2104,
70076999,60000233,User,90006717,,2026-02-20,2027-02-20,Active,2104,
70077000,60000233,User,90005853,,2026-02-21,2027-02-21,Active,2104,
70077001,60000233,User,90006553,,2026-02-22,2027-02-22,Active,2104,
70077002,60000233,User,90005581,,2026-02-09,2027-02-09,Active,2104,
70077003,60000233,User,90006761,,2026-02-21,2027-02-21,Active,2104,
70077004,60000233,User,90005415,,2026-02-08,2027-02-08,Active,2104,
70077005,60000233,User,90006236,,2026-02-16,2027-02-16,Active,2104,
70077006,60000233,User,90005867,,2026-02-08,2027-02-08,Active,2104,
70077007,60000233,User,90005590,,2026-02-27,2027-02-27,Active,2104,
70077008,60000233,User,90006080,,2026-02-08,2027-02-08,Active,2104,
70077009,60000233,User,90006744,,2026-02-08,2027-02-08,Active,2104,
70077010,60000233,User,90006295,,2026-02-09,2027-02-09,Active,2104,
70077011,60000233,User,90006419,,2026-02-24,2027-02-24,Active,2104,
70077012,60000233,User,90006487,,2026-02-24,2027-02-24,Active,2104,
70077013,60000233,User,90005721,,2026-02-21,2027-02-21,Active,2104,
70077014,60000233,User,90006216,,2026-02-13,2027-02-13,Active,2104,
70077015,60000233,User,90006585,,2026-02-16,2027-02-16,Active,2104,
70077016,60000233,User,90006104,,2026-02-24,2027-02-24,Active,2104,
70077017,60000233,User,90005542,,2026-02-19,2027-02-19,Active,2104,
70077018,60000233,User,90006323,,2026-02-12,2027-02-12,Active,2104,
70077019,60000233,User,90005955,,2026-02-08,2027-02-08,Active,2104,
70077020,60000233,User,90005875,,2026-02-25,2027-02-25,Active,2104,
70077021,60000233,User,90006771,,2026-02-16,2027-02-16,Active,2104,
70077022,60000233,User,90005729,,2026-02-20,2027-02-20,Active,2104,
70077023,60000233,User,90005560,,2026-02-13,2027-02-13,Active,2104,
70077024,60000233,User,90005568,,2026-02-15,2027-02-15,Active,2104,
70077025,60000233,User,90006044,,2026-02-27,2027-02-27,Active,2104,
70077026,60000233,User,90005648,,2026-02-09,2027-02-09,Active,2104,
70077027,60000233,User,90005688,,2026-02-14,2027-02-14,Active,2104,
70077028,60000233,User,90005563,,2026-02-28,2027-02-28,Active,2104,
70077029,60000233,User,90006118,,2026-02-12,2027-02-12,Active,2104,
70077030,60000233,User,90005584,,2026-02-22,2027-02-22,Active,2104,
70077031,60000233,User,90006365,,2026-02-16,2027-02-16,Active,2104,
70077032,60000233,User,90005887,,2026-02-07,2027-02-07,Active,2104,
70077033,60000233,User,90006773,,2026-02-26,2027-02-26,Active,2104,
70077034,60000233,User,90006061,,2026-02-24,2027-02-24,Active,2104,
70077035,60000233,User,90006132,,2026-02-15,2027-02-15,Active,2104,
70077036,60000233,User,90006359,,2026-02-09,2027-02-09,Active,2104,
70077037,60000233,User,90006517,,2026-02-20,2027-02-20,Active,2104,
70077038,60000233,User,90005831,,2026-02-25,2027-02-25,Active,2104,
70077039,60000233,User,90005429,,2026-02-08,2027-02-08,Active,2104,
70077040,60000233,User,90005668,,2026-02-24,2027-02-24,Active,2104,
70077041,60000233,User,90006724,,2026-02-08,2027-02-08,Active,2104,
70077042,60000233,User,90005848,,2026-02-22,2027-02-22,Active,2104,
70077043,60000233,User,90006114,,2026-02-22,2027-02-22,Active,2104,
70077044,60000233,User,90005614,,2026-02-10,2027-02-10,Active,2104,
70077045,60000233,User,90006239,,2026-02-26,2027-02-26,Active,2104,
70077046,60000233,User,90006151,,2026-02-21,2027-02-21,Active,2104,
70077047,60000233,User,90006735,,2026-02-09,2027-02-09,Active,2104,
70077048,60000233,User,90006540,,2026-02-19,2027-02-19,Active,2104,
70077049,60000233,User,90006205,,2026-02-27,2027-02-27,Active,2104,
70077050,60000233,User,90005561,,2026-02-12,2027-02-12,Active,2104,
70077051,60000233,User,90006783,,2026-02-23,2027-02-23,Active,2104,
70077052,60000233,User,90006119,,2026-02-27,2027-02-27,Active,2104,
70077053,60000233,User,90006364,,2026-02-08,2027-02-08,Active,2104,
70077054,60000233,User,90006697,,2026-02-10,2027-02-10,Active,2104,
70077055,60000233,User,90005833,,2026-02-14,2027-02-14,Active,2104,
70077056,60000233,User,90005736,,2026-02-16,2027-02-16,Active,2104,
70077057,60000233,User,90006745,,2026-02-19,2027-02-19,Active,2104,
70077058,60000233,User,90006211,,2026-02-15,2027-02-15,Active,2104,
70077059,60000233,User,90006829,,2026-02-09,2027-02-09,Active,2104,
70077060,60000233,User,90006299,,2026-02-23,2027-02-23,Active,2104,
70077061,60000233,User,90006208,,2026-02-25,2027-02-25,Active,2104,
70077062,60000233,User,90006671,,2026-02-25,2027-02-25,Active,2104,
70077063,60000233,User,90005337,,2026-02-07,2027-02-07,Active,2104,
70077064,60000233,User,90006404,,2026-02-24,2027-02-24,Active,2104,
70077065,60000233,User,90006021,,2026-02-28,2027-02-28,Active,2104,
70077066,60000233,User,90005737,,2026-02-21,2027-02-21,Active,2104,
70077067,60000233,User,90006513,,2026-02-26,2027-02-26,Active,2104,
70077068,60000233,User,90005487,,2026-02-12,2027-02-12,Active,2104,
70077069,60000233,User,90006590,,2026-02-25,2027-02-25,Active,2104,
70077070,60000233,User,90006361,,2026-02-16,2027-02-16,Active,2104,
70077071,60000233,User,90005566,,2026-02-15,2027-02-15,Active,2104,
70077072,60000233,User,90006320,,2026-02-19,2027-02-19,Active,2104,
70077073,60000233,User,90006560,,2026-02-14,2027-02-14,Active,2104,
70077074,60000233,User,90006284,,2026-02-16,2027-02-16,Active,2104,
70077075,60000233,User,90005460,,2026-02-20,2027-02-20,Active,2104,
70077076,60000233,User,90006120,,2026-02-09,2027-02-09,Active,2104,
70077077,60000233,User,90006800,,2026-02-11,2027-02-11,Active,2104,
70077078,60000233,User,90006345,,2026-02-12,2027-02-12,Active,2104,
70077079,60000233,User,90006679,,2026-02-15,2027-02-15,Active,2104,
70077080,60000233,User,90005453,,2026-02-10,2027-02-10,Active,2104,
70077081,60000233,User,90005469,,2026-02-28,2027-02-28,Active,2104,
70077082,60000233,User,90005773,,2026-02-22,2027-02-22,Active,2104,
70077083,60000233,User,90006707,,2026-02-25,2027-02-25,Active,2104,
70077084,60000233,User,90006640,,2026-02-26,2027-02-26,Active,2104,
70077085,60000233,User,90005557,,2026-02-22,2027-02-22,Active,2104,
70077086,60000233,User,90006368,,2026-02-25,2027-02-25,Active,2104,
70077087,60000233,User,90006450,,2026-02-18,2027-02-18,Active,2104,
70077088,60000233,User,90006050,,2026-02-09,2027-02-09,Active,2104,
70077089,60000233,User,90006429,,2026-02-08,2027-02-08,Active,2104,
70077090,60000233,User,90006545,,2026-02-25,2027-02-25,Active,2104,
70077091,60000233,User,90006507,,2026-02-22,2027-02-22,Active,2104,
70077092,60000233,User,90006390,,2026-02-16,2027-02-16,Active,2104,
70077093,60000233,User,90005418,,2026-02-12,2027-02-12,Active,2104,
70077094,60000233,User,90005760,,2026-02-15,2027-02-15,Active,2104,
70077095,60000233,User,90005360,,2026-02-22,2027-02-22,Active,2104,
70077096,60000233,User,90005948,,2026-02-08,2027-02-08,Active,2104,
70077097,60000233,User,90006651,,2026-02-25,2027-02-25,Active,2104,
70077098,60000233,User,90006556,,2026-02-25,2027-02-25,Active,2104,
70077099,60000233,User,90005339,,2026-02-18,2027-02-18,Active,2104,
70077100,60000233,User,90006755,,2026-02-19,2027-02-19,Active,2104,
70077101,60000233,User,90005839,,2026-02-20,2027-02-20,Active,2104,
70077102,60000233,User,90005669,,2026-02-16,2027-02-16,Active,2104,
70077103,60000233,User,90005470,,2026-02-09,2027-02-09,Active,2104,
70077104,60000233,User,90005944,,2026-02-26,2027-02-26,Active,2104,
70077105,60000233,User,90005936,,2026-02-22,2027-02-22,Active,2104,
70077106,60000233,User,90006091,,2026-02-14,2027-02-14,Active,2104,
70077107,60000233,User,90006198,,2026-02-23,2027-02-23,Active,2104,
70077108,60000233,User,90005424,,2026-02-20,2027-02-20,Active,2104,
70077109,60000233,User,90005686,,2026-02-24,2027-02-24,Active,2104,
70077110,60000233,User,90006102,,2026-02-21,2027-02-21,Active,2104,
70077111,60000233,User,90005964,,2026-02-11,2027-02-11,Active,2104,
70077112,60000233,User,90005458,,2026-02-12,2027-02-12,Active,2104,
70077113,60000233,User,90005585,,2026-02-26,2027-02-26,Active,2104,
70077114,60000233,User,90006828,,2026-02-25,2027-02-25,Active,2104,
70077115,60000233,User,90005827,,2026-02-12,2027-02-12,Active,2104,
70077116,60000233,User,90006059,,2026-02-11,2027-02-11,Active,2104,
70077117,60000233,User,90005477,,2026-02-11,2027-02-11,Active,2104,
70077118,60000233,User,90006784,,2026-02-09,2027-02-09,Active,2104,
70077119,60000233,User,90005612,,2026-02-26,2027-02-26,Active,2104,
70077120,60000233,User,90006308,,2026-02-25,2027-02-25,Active,2104,
70077121,60000233,User,90006177,,2026-02-24,2027-02-24,Active,2104,
70077122,60000233,User,90005646,,2026-02-23,2027-02-23,Active,2104,
70077123,60000233,User,90005598,,2026-02-17,2027-02-17,Active,2104,
70077124,60000233,User,90006209,,2026-02-13,2027-02-13,Active,2104,
70077125,60000233,User,90006156,,2026-02-08,2027-02-08,Active,2104,
70077126,60000233,User,90006572,,2026-02-10,2027-02-10,Active,2104,
70077127,60000233,User,90005677,,2026-02-17,2027-02-17,Active,2104,
70077128,60000233,User,90005397,,2026-02-08,2027-02-08,Active,2104,
70077129,60000233,User,90006655,,2026-02-25,2027-02-25,Active,2104,
70077130,60000233,User,90006352,,2026-02-26,2027-02-26,Active,2104,
70077131,60000233,User,90005432,,2026-02-22,2027-02-22,Active,2104,
70077132,60000233,User,90006387,,2026-02-10,2027-02-10,Active,2104,
70077133,60000233,User,90006172,,2026-02-11,2027-02-11,Active,2104,
70077134,60000233,User,90006127,,2026-02-26,2027-02-26,Active,2104,
70077135,60000233,User,90006143,,2026-02-28,2027-02-28,Active,2104,
70077136,60000233,User,90006182,,2026-02-17,2027-02-17,Active,2104,
70077137,60000233,User,90005594,,2026-02-23,2027-02-23,Active,2104,
70077138,60000233,User,90006476,,2026-02-25,2027-02-25,Active,2104,
70077139,60000233,User,90006411,,2026-02-11,2027-02-11,Active,2104,
70077140,60000233,User,90005820,,2026-02-23,2027-02-23,Active,2104,
70077141,60000233,User,90006263,,2026-02-19,2027-02-19,Active,2104,
70077142,60000233,User,90005916,,2026-02-13,2027-02-13,Active,2104,
70077143,60000233,User,90005610,,2026-02-16,2027-02-16,Active,2104,
70077144,60000233,User,90006583,,2026-02-13,2027-02-13,Active,2104,
70077145,60000233,User,90005609,,2026-02-28,2027-02-28,Active,2104,
70077146,60000233,User,90005413,,2026-02-24,2027-02-24,Active,2104,
70077147,60000233,User,90005447,,2026-02-23,2027-02-23,Active,2104,
70077148,60000233,User,90006764,,2026-02-13,2027-02-13,Active,2104,
70077149,60000233,User,90006053,,2026-02-17,2027-02-17,Active,2104,
70077150,60000233,User,90005509,,2026-02-16,2027-02-16,Active,2104,
70077151,60000233,User,90005573,,2026-02-16,2027-02-16,Active,2104,
70077152,60000233,User,90006455,,2026-02-20,2027-02-20,Active,2104,
70077153,60000233,User,90005937,,2026-02-24,2027-02-24,Active,2104,
70077154,60000233,User,90006596,,2026-02-14,2027-02-14,Active,2104,
70077155,60000233,User,90005427,,2026-02-28,2027-02-28,Active,2104,
70077156,60000233,User,90006341,,2026-02-07,2027-02-07,Active,2104,
70077157,60000233,User,90005369,,2026-02-21,2027-02-21,Active,2104,
70077158,60000233,User,90006031,,2026-02-24,2027-02-24,Active,2104,
70077159,60000233,User,90006579,,2026-02-12,2027-02-12,Active,2104,
70077160,60000233,User,90006759,,2026-02-27,2027-02-27,Active,2104,
70077161,60000233,User,90006401,,2026-02-18,2027-02-18,Active,2104,
70077162,60000233,User,90005338,,2026-02-09,2027-02-09,Active,2104,
70077163,60000233,User,90006219,,2026-02-28,2027-02-28,Active,2104,
70077164,60000233,User,90005926,,2026-02-10,2027-02-10,Active,2104,
70077165,60000233,User,90006541,,2026-02-07,2027-02-07,Active,2104,
70077166,60000233,User,90006166,,2026-02-23,2027-02-23,Active,2104,
70077167,60000233,User,90006154,,2026-02-09,2027-02-09,Active,2104,
70077168,60000233,User,90005968,,2026-02-12,2027-02-12,Active,2104,
70077169,60000233,User,90006795,,2026-02-13,2027-02-13,Active,2104,
70077170,60000233,User,90005681,,2026-02-21,2027-02-21,Active,2104,
70077171,60000233,User,90005617,,2026-02-16,2027-02-16,Active,2104,
70077172,60000233,User,90006491,,2026-02-19,2027-02-19,Active,2104,
70077173,60000233,User,90005754,,2026-02-21,2027-02-21,Active,2104,
70077174,60000233,User,90005701,,2026-02-09,2027-02-09,Active,2104,
70077175,60000233,User,90005809,,2026-02-25,2027-02-25,Active,2104,
70077176,60000233,User,90005505,,2026-02-20,2027-02-20,Active,2104,
70077177,60000233,User,90006282,,2026-02-08,2027-02-08,Active,2104,
70077178,60000233,User,90006728,,2026-02-10,2027-02-10,Active,2104,
70077179,60000233,User,90005979,,2026-02-26,2027-02-26,Active,2104,
70077180,60000233,User,90005707,,2026-02-08,2027-02-08,Active,2104,
70077181,60000233,User,90006306,,2026-02-16,2027-02-16,Active,2104,
70077182,60000233,User,90006028,,2026-02-08,2027-02-08,Active,2104,
70077183,60000233,User,90005726,,2026-02-10,2027-02-10,Active,2104,
70077184,60000233,User,90006734,,2026-02-18,2027-02-18,Active,2104,
70077185,60000233,User,90006599,,2026-02-22,2027-02-22,Active,2104,
70077186,60000233,User,90005607,,2026-02-08,2027-02-08,Active,2104,
70077187,60000233,User,90006577,,2026-02-24,2027-02-24,Active,2104,
70077188,60000233,User,90005865,,2026-02-07,2027-02-07,Active,2104,
70077189,60000233,User,90005667,,2026-02-07,2027-02-07,Active,2104,
70077190,60000233,User,90005462,,2026-02-12,2027-02-12,Active,2104,
70077191,60000233,User,90006009,,2026-02-23,2027-02-23,Active,2104,
70077192,60000233,User,90006636,,2026-02-07,2027-02-07,Active,2104,
70077193,60000233,User,90005376,,2026-02-16,2027-02-16,Active,2104,
70077194,60000233,User,90006398,,2026-02-16,2027-02-16,Active,2104,
70077195,60000233,User,90006269,,2026-02-18,2027-02-18,Active,2104,
70077196,60000233,User,90006511,,2026-02-15,2027-02-15,Active,2104,
70077197,60000233,User,90005580,,2026-02-13,2027-02-13,Active,2104,
70077198,60000233,User,90006321,,2026-02-07,2027-02-07,Active,2104,
70077199,60000233,User,90006548,,2026-02-09,2027-02-09,Active,2104,
70077200,60000233,User,90005664,,2026-02-11,2027-02-11,Active,2104,
70077201,60000233,User,90006668,,2026-02-08,2027-02-08,Active,2104,
70077202,60000233,User,90005723,,2026-02-09,2027-02-09,Active,2104,
70077203,60000233,User,90006134,,2026-02-25,2027-02-25,Active,2104,
70077204,60000233,User,90005588,,2026-02-13,2027-02-13,Active,2104,
70077205,60000233,User,90006403,,2026-02-16,2027-02-16,Active,2104,
70077206,60000233,User,90006509,,2026-02-13,2027-02-13,Active,2104,
70077207,60000233,User,90005375,,2026-02-19,2027-02-19,Active,2104,
70077208,60000233,User,90006473,,2026-02-27,2027-02-27,Active,2104,
70077209,60000233,User,90006747,,2026-02-10,2027-02-10,Active,2104,
70077210,60000233,User,90005579,,2026-02-15,2027-02-15,Active,2104,
70077211,60000233,User,90005702,,2026-02-18,2027-02-18,Active,2104,
70077212,60000233,User,90005753,,2026-02-17,2027-02-17,Active,2104,
70077213,60000233,User,90005636,,2026-02-13,2027-02-13,Active,2104,
70077214,60000233,User,90006688,,2026-02-22,2027-02-22,Active,2104,
70077215,60000233,User,90006006,,2026-02-20,2027-02-20,Active,2104,
70077216,60000233,User,90005739,,2026-02-19,2027-02-19,Active,2104,
70077217,60000233,User,90005641,,2026-02-22,2027-02-22,Active,2104,
70077218,60000233,User,90006726,,2026-02-19,2027-02-19,Active,2104,
70077219,60000233,User,90005349,,2026-02-22,2027-02-22,Active,2104,
70077220,60000233,User,90006434,,2026-02-19,2027-02-19,Active,2104,
70077221,60000233,User,90006603,,2026-02-16,2027-02-16,Active,2104,
70077222,60000233,User,90005769,,2026-02-17,2027-02-17,Active,2104,
70077223,60000233,User,90006225,,2026-02-10,2027-02-10,Active,2104,
70077224,60000233,User,90006294,,2026-02-07,2027-02-07,Active,2104,
70077225,60000233,User,90006335,,2026-02-28,2027-02-28,Active,2104,
70077226,60000233,User,90005900,,2026-02-07,2027-02-07,Active,2104,
70077227,60000233,User,90006378,,2026-02-14,2027-02-14,Active,2104,
70077228,60000233,User,90006178,,2026-02-19,2027-02-19,Active,2104,
70077229,60000233,User,90006030,,2026-02-13,2027-02-13,Active,2104,
70077230,60000233,User,90006117,,2026-02-23,2027-02-23,Active,2104,
70077231,60000233,User,90005491,,2026-02-12,2027-02-12,Active,2104,
70077232,60000233,User,90005377,,2026-02-19,2027-02-19,Active,2104,
70077233,60000233,User,90006340,,2026-02-15,2027-02-15,Active,2104,
70077234,60000233,User,90006376,,2026-02-19,2027-02-19,Active,2104,
70077235,60000233,User,90006558,,2026-02-23,2027-02-23,Active,2104,
70077236,60000233,User,90006186,,2026-02-16,2027-02-16,Active,2104,
70077237,60000233,User,90006201,,2026-02-27,2027-02-27,Active,2104,
70077238,60000233,User,90006535,,2026-02-10,2027-02-10,Active,2104,
70077239,60000233,User,90006150,,2026-02-22,2027-02-22,Active,2104,
70077240,60000233,User,90006613,,2026-02-12,2027-02-12,Active,2104,
70077241,60000233,User,90005440,,2026-02-18,2027-02-18,Active,2104,
70077242,60000233,User,90006257,,2026-02-19,2027-02-19,Active,2104,
70077243,60000233,User,90006643,,2026-02-22,2027-02-22,Active,2104,
70077244,60000233,User,90005718,,2026-02-09,2027-02-09,Active,2104,
70077245,60000233,User,90005605,,2026-02-23,2027-02-23,Active,2104,
70077246,60000233,User,90005931,,2026-02-16,2027-02-16,Active,2104,
70077247,60000233,User,90005604,,2026-02-19,2027-02-19,Active,2104,
70077248,60000233,User,90005783,,2026-02-13,2027-02-13,Active,2104,
70077249,60000233,User,90006095,,2026-02-16,2027-02-16,Active,2104,
70077250,60000233,User,90005685,,2026-02-15,2027-02-15,Active,2104,
70077251,60000233,User,90005779,,2026-02-10,2027-02-10,Active,2104,
70077252,60000233,User,90006447,,2026-02-21,2027-02-21,Active,2104,
70077253,60000233,User,90005391,,2026-02-07,2027-02-07,Active,2104,
70077254,60000233,User,90005358,,2026-02-17,2027-02-17,Active,2104,
70077255,60000233,User,90005554,,2026-02-21,2027-02-21,Active,2104,
70077256,60000233,User,90006598,,2026-02-22,2027-02-22,Active,2104,
70077257,60000233,User,90005722,,2026-02-08,2027-02-08,Active,2104,
70077258,60000233,User,90006396,,2026-02-14,2027-02-14,Active,2104,
70077259,60000233,User,90006763,,2026-02-16,2027-02-16,Active,2104,
70077260,60000233,User,90005935,,2026-02-22,2027-02-22,Active,2104,
