License_ID,Item_Class,Item_Family,Software_Name,Manufacturer,License_Type,SKU,Term_Months,Subscription_Start_Date,Subscription_End_Date,Auto_Renewal_Status,License_Status,Quantity_Purchased,Unit_Cost,Total_Cost,Department_Owner,District_ID,District_Name,BOCES_Region
60000101,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2024-02-22,2025-02-16,Yes,Expired,340,19.14,6507.6,District IT,2117,Capital_CSD_2117,Capital Region BOCES
60000102,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2023-07-19,2024-07-13,Yes,Expired,1,3356.01,3356.01,District IT,2117,Capital_CSD_2117,Capital Region BOCES
60000103,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2024-10-14,2025-10-09,Yes,Expired,1622,4.17,6763.74,IT / Security,2118,Capital_CSD_2118,Capital Region BOCES
60000104,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2025-09-24,2028-09-08,No,Active,142,6.15,873.3,School IT,2118,Capital_CSD_2118,Capital Region BOCES
60000105,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2023-07-28,2024-07-22,No,Expired,861,24.04,20698.44,IT / Security,2118,Capital_CSD_2118,Capital Region BOCES
60000106,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2023-02-05,2026-01-20,No,Active,1,11033.36,11033.36,District IT,2118,Capital_CSD_2118,Capital Region BOCES
60000107,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2021-08-17,2022-08-12,Yes,Expired,185,8.13,1504.05,District IT,2118,Capital_CSD_2118,Capital Region BOCES
60000108,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2024-01-25,2025-01-19,No,Expired,1,8316.2,8316.2,District IT,2118,Capital_CSD_2118,Capital Region BOCES
60000109,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2023-04-10,2024-04-04,No,Expired,1947,16.46,32047.62,IT / Security,2119,Capital_CSD_2119,Capital Region BOCES
60000110,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2024-12-15,2027-11-30,No,Active,204,8.52,1738.08,School IT,2119,Capital_CSD_2119,Capital Region BOCES
60000111,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2023-02-26,2024-02-21,Yes,Expired,1267,16.92,21437.64,IT / Security,2119,Capital_CSD_2119,Capital Region BOCES
60000112,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2025-03-05,2028-02-18,No,Active,1,6538.33,6538.33,District IT,2119,Capital_CSD_2119,Capital Region BOCES
60000113,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2021-07-06,2022-07-01,No,Expired,146,23.94,3495.24,District IT,2119,Capital_CSD_2119,Capital Region BOCES
60000114,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2024-09-24,2025-09-19,Yes,Expired,1,9255.47,9255.47,District IT,2119,Capital_CSD_2119,Capital Region BOCES
60000115,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2021-08-30,2022-08-25,Yes,Expired,2082,5.9,12283.8,IT / Security,2120,Capital_CSD_2120,Capital Region BOCES
60000116,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2024-10-26,2027-10-11,No,Active,207,16.35,3384.45,School IT,2120,Capital_CSD_2120,Capital Region BOCES
60000117,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2021-06-14,2022-06-09,Yes,Expired,1288,20.31,26159.28,IT / Security,2120,Capital_CSD_2120,Capital Region BOCES
60000118,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2023-02-04,2026-01-19,Yes,Active,1,6354.2,6354.2,District IT,2120,Capital_CSD_2120,Capital Region BOCES
60000119,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2022-10-11,2023-10-06,Yes,Expired,264,14.82,3912.48,District IT,2120,Capital_CSD_2120,Capital Region BOCES
60000120,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2022-06-19,2023-06-14,Yes,Expired,1,4612.37,4612.37,District IT,2120,Capital_CSD_2120,Capital Region BOCES
60000121,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2022-11-30,2023-11-25,Yes,Expired,3211,12.27,39398.97,IT / Security,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
60000122,License,Networking,Cisco Meraki License (AP),Cisco,Device-based,MR-ENT,36,2024-11-26,2027-11-11,Yes,Active,265,5.29,1401.85,School IT,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
60000123,License,Security,CrowdStrike Falcon,CrowdStrike,Device-based,CS-FALCON,12,2021-06-21,2022-06-16,Yes,Expired,1673,14.87,24877.51,IT / Security,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
60000124,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2022-10-26,2025-10-10,Yes,Expired,1,4763.83,4763.83,District IT,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
60000125,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2023-08-22,2024-08-16,Yes,Expired,292,16.56,4835.52,District IT,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
60000126,License,Telephony,VoIP SIP Trunk,Bandwidth,Site-based,SIP-TRUNK,12,2023-03-23,2024-03-17,Yes,Expired,1,11369.35,11369.35,District IT,2121,JeffersonLewis_CSD_2121,Jefferson-Lewis BOCES
60000127,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2021-07-20,2022-07-15,Yes,Expired,2200,24.11,53042.0,IT / Security,2122,JeffersonLewis_CSD_2122,Jefferson-Lewis BOCES
