License_ID,Item_Class,Item_Family,Software_Name,Manufacturer,License_Type,SKU,Term_Months,Subscription_Start_Date,Subscription_End_Date,Auto_Renewal_Status,License_Status,Quantity_Purchased,Unit_Cost,Total_Cost,Department_Owner,District_ID,District_Name,BOCES_Region
60000296,License,Productivity,Microsoft 365 A3,Microsoft,Site-based,M365-A3,12,2026-03-08,2027-03-08,Yes,Active,2338,1.02,2389.88,District IT,2109,DutchessUlster_CSD_2109,Dutchess-Ulster BOCES
60000297,License,Productivity,Microsoft 365 A3,Microsoft,Device-based,M365-A3,12,2026-03-08,2027-03-08,No,Active,2190,1.04,2272.86,School IT,2109,DutchessUlster_CSD_2109,Dutchess-Ulster BOCES
60000298,License,Infrastructure,Veeam Backup & Replication,Veeam,Site-based,VEEAM-VUL,36,2026-03-08,2029-03-08,Yes,Active,1,1.00,1.00,School IT,2109,DutchessUlster_CSD_2109,Dutchess-Ulster BOCES
60000299,License,Networking,Cisco Meraki License (AP),Cisco,Site-based,MR-ENT,36,2026-03-10,2029-03-10,No,Active,109,1.00,109.52,School IT,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
60000300,License,Telephony,VoIP SIP Trunk,Bandwidth,User-based,SIP-TRUNK,12,2026-03-10,2027-03-10,No,Active,1,1.02,1.02,District IT,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
60000301,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2026-03-01,2027-03-01,Yes,Active,3102,1.01,3136.62,District IT,2112,DutchessUlster_CSD_2112,Dutchess-Ulster BOCES
60000302,License,Telephony,VoIP SIP Trunk,Bandwidth,User-based,SIP-TRUNK,12,2026-03-01,2027-03-01,Yes,Active,1,1.01,1.01,School IT,2112,DutchessUlster_CSD_2112,Dutchess-Ulster BOCES
60000303,License,Networking,Cisco Meraki License (AP),Cisco,Site-based,MR-ENT,36,2026-03-06,2029-03-06,No,Active,192,1.05,201.51,IT / Security,2119,Capital_CSD_2119,Capital Region BOCES
60000304,License,Infrastructure,Veeam Backup & Replication,Veeam,User-based,VEEAM-VUL,36,2026-03-06,2029-03-06,No,Active,1,1.01,1.01,IT / Security,2119,Capital_CSD_2119,Capital Region BOCES
60000305,License,Security,CrowdStrike Falcon,CrowdStrike,Site-based,CS-FALCON,12,2026-03-23,2027-03-23,No,Active,1272,1.02,1291.08,District IT,2127,St._CSD_2127,St. Lawrence-Lewis BOCES
60000306,License,Networking,Cisco Meraki License (AP),Cisco,Site-based,MR-ENT,36,2026-03-25,2029-03-25,Yes,Active,206,1.02,209.79,IT / Security,2111,DutchessUlster_CSD_2111,Dutchess-Ulster BOCES
60000307,License,Telephony,VoIP SIP Trunk,Bandwidth,Device-based,SIP-TRUNK,12,2026-03-25,2027-03-25,No,Active,1,1.02,1.02,District IT,2111,DutchessUlster_CSD_2111,Dutchess-Ulster BOCES
60000308,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2026-03-14,2027-03-14,Yes,Active,1630,1.03,1686.99,IT / Security,2118,Capital_CSD_2118,Capital Region BOCES
60000309,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2026-03-14,2027-03-14,Yes,Active,189,1.01,190.07,IT / Security,2118,Capital_CSD_2118,Capital Region BOCES
60000310,License,Networking,Cisco Meraki License (AP),Cisco,User-based,MR-ENT,36,2026-03-10,2029-03-10,Yes,Active,154,1.04,160.44,School IT,2115,Questar_CSD_2115,Questar III BOCES
60000311,License,Productivity,Microsoft 365 A3,Microsoft,Site-based,M365-A3,12,2026-03-11,2027-03-11,No,Active,1899,1.02,1941.68,District IT,2109,DutchessUlster_CSD_2109,Dutchess-Ulster BOCES
60000312,License,Telephony,VoIP SIP Trunk,Bandwidth,Device-based,SIP-TRUNK,12,2026-03-11,2027-03-11,No,Active,1,1.01,1.01,District IT,2109,DutchessUlster_CSD_2109,Dutchess-Ulster BOCES
60000313,License,Productivity,Microsoft 365 A3,Microsoft,Site-based,M365-A3,12,2026-03-11,2027-03-11,Yes,Active,2169,1.01,2198.90,IT / Security,2109,DutchessUlster_CSD_2109,Dutchess-Ulster BOCES
60000314,License,Telephony,VoIP SIP Trunk,Bandwidth,User-based,SIP-TRUNK,12,2026-03-03,2027-03-03,Yes,Active,1,1.00,1.00,School IT,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
60000315,License,Productivity,Microsoft 365 A3,Microsoft,User-based,M365-A3,12,2026-03-03,2027-03-03,No,Active,1665,1.02,1703.03,District IT,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
