Assignment_ID,License_ID,Assignee_Type,User_ID,Asset_ID,Assignment_Start_Date,Assignment_End_Date,Assignment_Status,District_ID,School_ID
70098456,60000268,User,90033152,,2026-03-17,2029-03-17,Active,2119,
70098457,60000268,User,90032522,,2026-03-31,2029-03-31,Active,2119,
70098458,60000268,User,90033590,,2026-03-22,2029-03-22,Active,2119,
70098459,60000268,User,90033289,,2026-03-25,2029-03-25,Active,2119,
70098460,60000268,User,90032183,,2026-03-18,2029-03-18,Active,2119,
70098461,60000268,User,90032481,,2026-03-30,2029-03-30,Active,2119,
70098462,60000268,User,90032741,,2026-03-16,2029-03-16,Active,2119,
70098463,60000268,User,90032320,,2026-03-27,2029-03-27,Active,2119,
70098464,60000268,User,90033189,,2026-03-20,2029-03-20,Active,2119,
70098465,60000268,User,90032746,,2026-03-24,2029-03-24,Active,2119,
70098466,60000268,User,90032859,,2026-03-12,2029-03-12,Active,2119,
70098467,60000268,User,90032376,,2026-03-22,2029-03-22,Active,2119,
70098468,60000268,User,90032162,,2026-03-13,2029-03-13,Active,2119,
70098469,60000268,User,90033726,,2026-03-28,2029-03-28,Active,2119,
70098470,60000268,User,90032949,,2026-03-28,2029-03-28,Active,2119,
70098471,60000268,User,90033339,,2026-03-26,2029-03-26,Active,2119,
70098472,60000268,User,90033227,,2026-03-27,2029-03-27,Active,2119,
70098473,60000268,User,90032448,,2026-03-17,2029-03-17,Active,2119,
70098474,60000268,User,90032480,,2026-03-17,2029-03-17,Active,2119,
70098475,60000268,User,90033604,,2026-03-26,2029-03-26,Active,2119,
70098476,60000268,User,90033303,,2026-04-02,2029-04-02,Active,2119,
70098477,60000268,User,90033655,,2026-03-17,2029-03-17,Active,2119,
70098478,60000268,User,90033661,,2026-03-19,2029-03-19,Active,2119,
70098479,60000268,User,90032469,,2026-03-18,2029-03-18,Active,2119,
70098480,60000268,User,90032201,,2026-03-19,2029-03-19,Active,2119,
70098481,60000268,User,90033111,,2026-03-19,2029-03-19,Active,2119,
70098482,60000268,User,90033766,,2026-03-14,2029-03-14,Active,2119,
70098483,60000268,User,90033479,,2026-03-15,2029-03-15,Active,2119,
70098484,60000268,User,90033401,,2026-03-22,2029-03-22,Active,2119,
70098485,60000268,User,90033147,,2026-03-27,2029-03-27,Active,2119,
70098486,60000268,User,90033028,,2026-03-26,2029-03-26,Active,2119,
70098487,60000268,User,90033453,,2026-03-26,2029-03-26,Active,2119,
70098488,60000268,User,90031989,,2026-03-16,2029-03-16,Active,2119,
70098489,60000268,User,90033075,,2026-03-30,2029-03-30,Active,2119,
70098490,60000268,User,90032203,,2026-04-02,2029-04-02,Active,2119,
70098491,60000268,User,90032614,,2026-03-12,2029-03-12,Active,2119,
70098492,60000268,User,90033261,,2026-03-24,2029-03-24,Active,2119,
70098493,60000268,User,90031968,,2026-03-31,2029-03-31,Active,2119,
70098494,60000268,User,90033654,,2026-03-31,2029-03-31,Active,2119,
70098495,60000268,User,90033459,,2026-03-29,2029-03-29,Active,2119,
70098496,60000268,User,90033573,,2026-03-16,2029-03-16,Active,2119,
70098497,60000268,User,90032543,,2026-03-27,2029-03-27,Active,2119,
70098498,60000268,User,90032933,,2026-03-29,2029-03-29,Active,2119,
70098499,60000269,User,90050441,,2026-03-24,2027-03-24,Active,2127,
70098500,60000269,User,90050744,,2026-03-31,2027-03-31,Active,2127,
70098501,60000269,User,90051308,,2026-03-26,2027-03-26,Active,2127,
70098502,60000269,User,90051421,,2026-03-20,2027-03-20,Active,2127,
70098503,60000269,User,90050437,,2026-04-04,2027-04-04,Active,2127,
70098504,60000269,User,90050901,,2026-03-24,2027-03-24,Active,2127,
70098505,60000269,User,90051393,,2026-03-14,2027-03-14,Active,2127,
70098506,60000269,User,90051177,,2026-04-01,2027-04-01,Active,2127,
70098507,60000269,User,90050947,,2026-03-15,2027-03-15,Active,2127,
70098508,60000269,User,90050627,,2026-03-21,2027-03-21,Active,2127,
70098509,60000269,User,90051306,,2026-03-19,2027-03-19,Active,2127,
70098510,60000269,User,90050077,,2026-03-22,2027-03-22,Active,2127,
70098511,60000269,User,90050057,,2026-03-27,2027-03-27,Active,2127,
70098512,60000269,User,90050715,,2026-03-29,2027-03-29,Active,2127,
70098513,60000269,User,90050458,,2026-03-15,2027-03-15,Active,2127,
70098514,60000269,User,90051078,,2026-03-30,2027-03-30,Active,2127,
70098515,60000269,User,90050056,,2026-03-27,2027-03-27,Active,2127,
70098516,60000269,User,90050982,,2026-03-25,2027-03-25,Active,2127,
70098517,60000269,User,90050591,,2026-03-17,2027-03-17,Active,2127,
70098518,60000269,User,90050568,,2026-04-03,2027-04-03,Active,2127,
70098519,60000269,User,90051095,,2026-03-19,2027-03-19,Active,2127,
70098520,60000269,User,90050628,,2026-03-24,2027-03-24,Active,2127,
70098521,60000269,User,90050547,,2026-04-02,2027-04-02,Active,2127,
70098522,60000269,User,90050241,,2026-03-25,2027-03-25,Active,2127,
70098523,60000269,User,90050338,,2026-03-21,2027-03-21,Active,2127,
70098524,60000269,User,90051113,,2026-03-19,2027-03-19,Active,2127,
70098525,60000269,User,90050266,,2026-03-18,2027-03-18,Active,2127,
70098526,60000269,User,90050980,,2026-03-28,2027-03-28,Active,2127,
70098527,60000269,User,90051145,,2026-03-16,2027-03-16,Active,2127,
70098528,60000269,User,90050733,,2026-03-14,2027-03-14,Active,2127,
70098529,60000269,User,90050082,,2026-03-14,2027-03-14,Active,2127,
70098530,60000269,User,90050505,,2026-03-31,2027-03-31,Active,2127,
70098531,60000269,User,90050083,,2026-03-31,2027-03-31,Active,2127,
70098532,60000269,User,90050513,,2026-03-27,2027-03-27,Active,2127,
70098533,60000269,User,90050090,,2026-03-17,2027-03-17,Active,2127,
70098534,60000269,User,90051057,,2026-03-15,2027-03-15,Active,2127,
70098535,60000269,User,90050080,,2026-03-30,2027-03-30,Active,2127,
70098536,60000269,User,90050025,,2026-03-14,2027-03-14,Active,2127,
70098537,60000269,User,90050245,,2026-03-24,2027-03-24,Active,2127,
70098538,60000269,User,90051025,,2026-03-22,2027-03-22,Active,2127,
70098539,60000269,User,90051330,,2026-03-23,2027-03-23,Active,2127,
70098540,60000269,User,90050399,,2026-03-14,2027-03-14,Active,2127,
70098541,60000269,User,90050453,,2026-03-18,2027-03-18,Active,2127,
70098542,60000269,User,90050614,,2026-04-01,2027-04-01,Active,2127,
70098543,60000269,User,90050805,,2026-03-21,2027-03-21,Active,2127,
70098544,60000269,User,90050179,,2026-03-15,2027-03-15,Active,2127,
70098545,60000269,User,90051279,,2026-03-18,2027-03-18,Active,2127,
70098546,60000269,User,90051161,,2026-03-29,2027-03-29,Active,2127,
70098547,60000269,User,90051013,,2026-03-24,2027-03-24,Active,2127,
70098548,60000269,User,90049999,,2026-03-28,2027-03-28,Active,2127,
70098549,60000269,User,90051257,,2026-03-29,2027-03-29,Active,2127,
70098550,60000269,User,90050613,,2026-03-21,2027-03-21,Active,2127,
70098551,60000269,User,90050540,,2026-04-02,2027-04-02,Active,2127,
70098552,60000269,User,90050276,,2026-04-02,2027-04-02,Active,2127,
70098553,60000269,User,90050043,,2026-03-26,2027-03-26,Active,2127,
70098554,60000269,User,90051309,,2026-04-03,2027-04-03,Active,2127,
70098555,60000269,User,90051268,,2026-03-21,2027-03-21,Active,2127,
70098556,60000269,User,90049959,,2026-04-04,2027-04-04,Active,2127,
70098557,60000269,User,90050774,,2026-03-14,2027-03-14,Active,2127,
70098558,60000269,User,90050581,,2026-04-04,2027-04-04,Active,2127,
70098559,60000269,User,90051019,,2026-04-04,2027-04-04,Active,2127,
70098560,60000269,User,90049997,,2026-03-30,2027-03-30,Active,2127,
70098561,60000269,User,90049964,,2026-03-25,2027-03-25,Active,2127,
70098562,60000269,User,90051012,,2026-03-18,2027-03-18,Active,2127,
70098563,60000269,User,90050222,,2026-03-27,2027-03-27,Active,2127,
70098564,60000269,User,90049987,,2026-03-16,2027-03-16,Active,2127,
70098565,60000269,User,90050364,,2026-03-15,2027-03-15,Active,2127,
70098566,60000269,User,90050225,,2026-04-01,2027-04-01,Active,2127,
70098567,60000269,User,90050485,,2026-03-30,2027-03-30,Active,2127,
70098568,60000269,User,90050236,,2026-03-24,2027-03-24,Active,2127,
70098569,60000269,User,90050933,,2026-04-04,2027-04-04,Active,2127,
70098570,60000269,User,90051299,,2026-03-15,2027-03-15,Active,2127,
70098571,60000269,User,90050754,,2026-03-21,2027-03-21,Active,2127,
70098572,60000269,User,90050856,,2026-03-24,2027-03-24,Active,2127,
70098573,60000269,User,90050401,,2026-03-27,2027-03-27,Active,2127,
70098574,60000269,User,90051181,,2026-04-03,2027-04-03,Active,2127,
70098575,60000269,User,90050776,,2026-03-25,2027-03-25,Active,2127,
70098576,60000269,User,90050520,,2026-03-16,2027-03-16,Active,2127,
70098577,60000269,User,90050556,,2026-03-14,2027-03-14,Active,2127,
70098578,60000269,User,90050107,,2026-03-17,2027-03-17,Active,2127,
70098579,60000269,User,90050065,,2026-03-21,2027-03-21,Active,2127,
70098580,60000269,User,90050791,,2026-03-30,2027-03-30,Active,2127,
70098581,60000269,User,90050496,,2026-03-30,2027-03-30,Active,2127,
70098582,60000269,User,90050922,,2026-03-19,2027-03-19,Active,2127,
70098583,60000269,User,90049944,,2026-03-16,2027-03-16,Active,2127,
70098584,60000269,User,90050450,,2026-03-16,2027-03-16,Active,2127,
70098585,60000269,User,90050999,,2026-03-22,2027-03-22,Active,2127,
70098586,60000269,User,90050092,,2026-03-30,2027-03-30,Active,2127,
70098587,60000269,User,90050665,,2026-03-16,2027-03-16,Active,2127,
70098588,60000269,User,90050152,,2026-03-18,2027-03-18,Active,2127,
70098589,60000269,User,90050200,,2026-03-14,2027-03-14,Active,2127,
70098590,60000269,User,90050647,,2026-03-21,2027-03-21,Active,2127,
70098591,60000269,User,90051361,,2026-04-02,2027-04-02,Active,2127,
70098592,60000269,User,90051191,,2026-04-01,2027-04-01,Active,2127,
70098593,60000269,User,90051183,,2026-03-15,2027-03-15,Active,2127,
70098594,60000269,User,90050375,,2026-04-04,2027-04-04,Active,2127,
70098595,60000269,User,90050659,,2026-03-14,2027-03-14,Active,2127,
70098596,60000269,User,90050655,,2026-03-15,2027-03-15,Active,2127,
70098597,60000269,User,90051276,,2026-03-19,2027-03-19,Active,2127,
70098598,60000269,User,90050769,,2026-04-01,2027-04-01,Active,2127,
70098599,60000269,User,90049947,,2026-03-25,2027-03-25,Active,2127,
70098600,60000269,User,90051346,,2026-03-21,2027-03-21,Active,2127,
70098601,60000269,User,90051281,,2026-03-19,2027-03-19,Active,2127,
70098602,60000269,User,90050262,,2026-03-14,2027-03-14,Active,2127,
70098603,60000269,User,90050324,,2026-03-19,2027-03-19,Active,2127,
70098604,60000269,User,90051307,,2026-04-01,2027-04-01,Active,2127,
70098605,60000269,User,90050500,,2026-03-26,2027-03-26,Active,2127,
70098606,60000269,User,90051133,,2026-03-25,2027-03-25,Active,2127,
70098607,60000269,User,90050821,,2026-04-04,2027-04-04,Active,2127,
70098608,60000269,User,90050913,,2026-03-14,2027-03-14,Active,2127,
70098609,60000269,User,90050981,,2026-03-15,2027-03-15,Active,2127,
70098610,60000269,User,90051015,,2026-03-14,2027-03-14,Active,2127,
70098611,60000269,User,90051184,,2026-03-24,2027-03-24,Active,2127,
70098612,60000269,User,90050103,,2026-04-04,2027-04-04,Active,2127,
70098613,60000269,User,90050814,,2026-03-31,2027-03-31,Active,2127,
70098614,60000269,User,90051101,,2026-04-01,2027-04-01,Active,2127,
70098615,60000269,User,90051312,,2026-03-23,2027-03-23,Active,2127,
70098616,60000269,User,90050004,,2026-03-19,2027-03-19,Active,2127,
70098617,60000269,User,90051368,,2026-03-19,2027-03-19,Active,2127,
70098618,60000269,User,90051068,,2026-04-04,2027-04-04,Active,2127,
70098619,60000269,User,90050909,,2026-03-19,2027-03-19,Active,2127,
70098620,60000269,User,90050419,,2026-03-15,2027-03-15,Active,2127,
70098621,60000269,User,90050758,,2026-03-22,2027-03-22,Active,2127,
70098622,60000269,User,90050864,,2026-03-27,2027-03-27,Active,2127,
70098623,60000269,User,90050413,,2026-03-23,2027-03-23,Active,2127,
70098624,60000269,User,90050039,,2026-03-16,2027-03-16,Active,2127,
70098625,60000269,User,90050267,,2026-03-21,2027-03-21,Active,2127,
70098626,60000269,User,90050745,,2026-03-27,2027-03-27,Active,2127,
70098627,60000269,User,90050050,,2026-03-23,2027-03-23,Active,2127,
70098628,60000269,User,90051080,,2026-04-02,2027-04-02,Active,2127,
70098629,60000269,User,90050199,,2026-04-02,2027-04-02,Active,2127,
70098630,60000269,User,90050372,,2026-03-31,2027-03-31,Active,2127,
70098631,60000269,User,90050109,,2026-04-04,2027-04-04,Active,2127,
70098632,60000269,User,90050801,,2026-03-16,2027-03-16,Active,2127,
70098633,60000269,User,90050676,,2026-04-01,2027-04-01,Active,2127,
70098634,60000269,User,90050110,,2026-03-20,2027-03-20,Active,2127,
70098635,60000269,User,90050145,,2026-03-21,2027-03-21,Active,2127,
70098636,60000269,User,90050740,,2026-03-14,2027-03-14,Active,2127,
70098637,60000269,User,90050300,,2026-03-22,2027-03-22,Active,2127,
70098638,60000269,User,90050757,,2026-03-18,2027-03-18,Active,2127,
70098639,60000269,User,90051089,,2026-03-28,2027-03-28,Active,2127,
70098640,60000269,User,90051314,,2026-03-16,2027-03-16,Active,2127,
70098641,60000269,User,90050003,,2026-04-01,2027-04-01,Active,2127,
70098642,60000269,User,90050203,,2026-03-22,2027-03-22,Active,2127,
70098643,60000269,User,90050962,,2026-03-19,2027-03-19,Active,2127,
70098644,60000269,User,90050504,,2026-03-20,2027-03-20,Active,2127,
70098645,60000269,User,90050886,,2026-03-30,2027-03-30,Active,2127,
70098646,60000269,User,90050451,,2026-03-28,2027-03-28,Active,2127,
70098647,60000269,User,90050213,,2026-03-17,2027-03-17,Active,2127,
70098648,60000269,User,90050753,,2026-03-27,2027-03-27,Active,2127,
70098649,60000269,User,90050323,,2026-03-21,2027-03-21,Active,2127,
