Classroom_ID,Room,School_ID,School_Name,District_ID,District_Name,BOCES_Region
81000132,Room 141,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000133,Room 142,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000134,Room 143,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000135,Room 144,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000136,Room 145,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000137,Room 146,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000138,Room 147,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000139,Room 148,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000140,Room 149,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000141,Room 150,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000142,Room 151,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000143,Room 152,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000144,Room 153,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000145,Room 154,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000146,Room 155,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000147,Room 156,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000148,Room 157,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000149,Room 158,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000150,Room 159,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000151,Room 160,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000152,Room 161,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000153,Room 162,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000154,Room 163,5103,South High School,2101,Southern_CSD_2101,Southern Westchester BOCES
81000155,Room 101,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000156,Room 102,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000157,Room 103,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000158,Room 104,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000159,Room 105,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000160,Room 106,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000161,Room 107,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000162,Room 108,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000163,Room 109,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000164,Room 110,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000165,Room 111,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000166,Room 112,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000167,Room 113,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000168,Room 114,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000169,Room 115,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000170,Room 116,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000171,Room 117,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000172,Room 118,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000173,Room 119,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000174,Room 120,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000175,Room 121,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000176,Room 122,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000177,Room 123,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000178,Room 124,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000179,Room 125,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000180,Room 126,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000181,Room 127,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000182,Room 128,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000183,Room 129,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000184,Room 130,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000185,Room 131,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000186,Room 132,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000187,Room 133,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000188,Room 134,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000189,Room 135,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000190,Room 136,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000191,Room 137,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000192,Room 138,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000193,Room 139,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000194,Room 140,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000195,Room 141,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000196,Room 142,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000197,Room 143,5104,South Middle School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000198,Room 101,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000199,Room 102,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000200,Room 103,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000201,Room 104,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000202,Room 105,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000203,Room 106,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000204,Room 107,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000205,Room 108,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000206,Room 109,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000207,Room 110,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000208,Room 111,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000209,Room 112,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000210,Room 113,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000211,Room 114,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000212,Room 115,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000213,Room 116,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000214,Room 117,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000215,Room 118,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000216,Room 119,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000217,Room 120,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000218,Room 121,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000219,Room 122,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000220,Room 123,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000221,Room 124,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000222,Room 125,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000223,Room 126,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000224,Room 127,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000225,Room 128,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000226,Room 129,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000227,Room 130,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000228,Room 131,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000229,Room 132,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000230,Room 133,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000231,Room 134,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000232,Room 135,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000233,Room 136,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000234,Room 137,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000235,Room 138,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000236,Room 139,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000237,Room 140,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000238,Room 141,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000239,Room 142,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000240,Room 143,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000241,Room 144,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000242,Room 145,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000243,Room 146,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000244,Room 147,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000245,Room 148,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000246,Room 149,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000247,Room 150,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000248,Room 151,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000249,Room 152,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000250,Room 153,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000251,Room 154,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000252,Room 155,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000253,Room 156,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000254,Room 157,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000255,Room 158,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000256,Room 159,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000257,Room 160,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000258,Room 161,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000259,Room 162,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000260,Room 163,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000261,Room 164,5105,West High School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000262,Room 101,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000263,Room 102,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000264,Room 103,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000265,Room 104,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000266,Room 105,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000267,Room 106,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000268,Room 107,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000269,Room 108,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000270,Room 109,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000271,Room 110,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000272,Room 111,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000273,Room 112,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000274,Room 113,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000275,Room 114,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000276,Room 115,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000277,Room 116,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000278,Room 117,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000279,Room 118,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000280,Room 119,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000281,Room 120,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000282,Room 121,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000283,Room 122,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000284,Room 123,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000285,Room 124,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000286,Room 125,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000287,Room 126,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000288,Room 127,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000289,Room 128,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000290,Room 129,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000291,Room 130,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000292,Room 131,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000293,Room 132,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000294,Room 133,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000295,Room 134,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000296,Room 135,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000297,Room 136,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000298,Room 137,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000299,Room 138,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000300,Room 139,5106,Central Elementary School,2102,Southern_CSD_2102,Southern Westchester BOCES
81000301,Room 101,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000302,Room 102,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000303,Room 103,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000304,Room 104,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000305,Room 105,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000306,Room 106,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000307,Room 107,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000308,Room 108,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000309,Room 109,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000310,Room 110,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000311,Room 111,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000312,Room 112,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000313,Room 113,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000314,Room 114,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000315,Room 115,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000316,Room 116,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
81000317,Room 117,5107,STEM Elementary School,2103,Southern_CSD_2103,Southern Westchester BOCES
